,0
Lonestar:Amazed,"Every time our eyes meet This feelin' inside me Is almost more than I can take Baby, when you touch me I can feel how much you love me And it just blows me away  I've never been this close to anyone or anything I can hear your thoughts I can see your dreams  I don't know how you do what you do I'm so in love with you It just keeps getting better I wanna spend the rest of my life With you by my side For ever and ever  Every little thing that you do Baby, I'm amazed by you  The smell of your skin The taste of your kiss The way you whisper in the dark Your hair all around me Baby you surround me You touch every place in my heart  Oh, it feels like the first time everytime I wanna spend the whole night in your eyes  I don't know how you do what you do I'm so in love with you It just keeps getting better I wanna spend the rest of my life With you by my side For ever and ever  Every little thing that you do Baby I'm amazed by you  Every little thing that you do I'm so in love with you It just keeps getting better I wanna spend the rest of my life With you by my side Forever and ever  Every little thing that you do Oh, every little thing that you do Baby I'm amazed by you
"
Toby Keith:How Do You Like Me Now,"I was always the crazy one Who broke into the stadium And I wrote your number On the fifty yard line You were always the perfect one And a valedictorian So under your number I wrote Call for a good time I only wanted to get your attention But you over looked me somehow Besides you had too many boyfriends to mention And I played my guitar too loud  How do you like me now? How do you like me now? Now that I'm on my way Do you still think I'm crazy standing here today? I couldn't make you love me But I always dreamed about living in your radio How do you like me now?!  When I took off to Tennessee I heard that you made fun of me You never imagined I'd make it this far Then you married into the money girl Ain't it a cruel and funny world He took your dreams and he tore them apart He never comes home and you're always alone And your kids hear you cry down the hall Alarm clock starts ringin' who could that be singin' It's me baby with your wake up call  How do you like me now? How do you like me now? Now that I'm on my way Do you still think I'm crazy standing here today? I couldn't make you love me But I always dreamed about living in your radio How do you like me now?!  How do you like me now? How do you like me now? Now that I'm on my way Do you still think I'm crazy standing here today? I couldn't make you love me But I always dreamed about living in your radio How do you like me now?!  Tell me baby! I will preach on! Haha
"
Brooks and Dunn:Ain't Nothing 'Bout You,"Once I thought that love was something I could never do Never knew that I could feel this much But this yearning in the deep part of my heart for you Is more than a reaction to your touch It's a perfect passion and I can't get enough  The way you look, the way you laugh, The way you love with all you have, There ain't nothing 'bout you that don't do something for me The way you kiss, The way you cry, The way you move when you walk by There's ain't nothing 'bout you (there ain't nothing 'bout you) That don't do something for me  In my life I've been hammered by some heavy blows That never knocked me off my feet All you gotta do is smile at me and down I go And baby it's no mystery why I surrender Girl you got everything  The way you look, the way you laugh, The way you love with all you have, There ain't nothing 'bout you that don't do something for me The way you kiss, The way you cry, The way you move when you walk by There's ain't nothing 'bout you (there ain't nothing 'bout you) That don't do something for me  I love your attitude, your rose tattoo, your every thought Your smile, you lips and girl the list goes on and on and on  The way you look, the way you laugh, The way you love with all you have, There ain't nothing 'bout you that don't do something for me The way you kiss, The way you cry, The way you move when you walk by There's ain't nothing 'bout you (there ain't nothing 'bout you) That don't do something for me  The way you look, the way you laugh, The way you love with all you have, Your dance, your drive, You make me feel alive  The way you talk, the way you tease Right now I think you see There ain't nothing 'bout you that don't do something for me
"
Kenny Chesney:The Good Stuff,"Well, me and my lady had our first big fight So I drove around 'til I saw the neon lights The corner bar It just seemed right, so I pulled up Not a soul around but the old bar keep Down at the end, an' lookin' half asleep But he walked up and said ""What'll it be?"" I said, ""The good stuff"" He didn't reach around for the whiskey He didn't pour me a beer His blue eyes kinda went misty He said, ""You can't find that here  'Cause its the first long kiss on a second date Mama's all worried when you get home late And droppin' the ring in the spaghetti plate 'Cause your hands are shakin' so much And it's the way that she looks with rice in her hair An' eatin' burnt suppers the whole first year And askin' for seconds to keep her from tearin' up Yeah man, that's the good stuff""  He grabbed a carton of milk  And he poured a glass Then I smiled and said ""I'll have some of that"" We sat there and talked as an hour passed Like old friends Saw a black and white picture and it caught my stare It was a pretty girl with bouffant hair He said, ""That's my Bonnie, taken 'bout a year after we wed"" He said, ""Spent five years in the bottle, when the cancer took her from me But I've been sober three years now 'Cause the one thing stronger than the whiskey  Was the sight of her holdin' my  baby girl The way she adored that string of pearls I gave her the day that our youngest boy, Earl Married his high school love And it's a new t-shirt sayin' 'I'm a grandpa' Bein' right there as her time got small And holdin' her hand when the good Lord called her up Yeah man, that's the good stuff""  He said, ""When you get home she'll start to cry When she says, 'I'm sorry,' say 'So am I' Look into those eyes so deep in love And drink it up 'Cause thats the good stuff That's the good stuff""
"
Lonestar:My Front Porch Looking In,"Yeah... oh yeah The only ground I ever owned Was sticking to my shoes Now I look out my front porch At this panoramic view I can sit and watch the fields fill up With rays of golden sun Or watch the moon lay on the fences Like that's where it was hung My blessing's right in front of me It's not about the land I'll never beat the view From my front porch lookin' in  There's a carrot-top that can barely walk With a sippy cup of milk A little blue-eyed blonde With shoes on wrong 'cause she likes to dress herself And the most beautiful girl Holding both of them Yeah the view I love the most Is my front porch looking in  I've traveled here and everywhere Followin' my job I've seen the paintings from the air Brushed by the hand of God The mountains and the canyons reach From sea to shining sea But I can't wait to get back home To the one He made for me 'Cause anywhere I'll ever go And anywhere I've been Nothing takes my breath away Like my front porch looking in  I see what beautiful is about When I'm looking in, not when I'm looking out  Oh the view I love the most Is my front porch looking in Yeah, yeah Oh, that's a carrot-top that can barely walk (From my front porch looking in) A little blue-eyed blonde with her shoes on wrong (From my front porch looking in) And the most beautiful girl is holding both of them Oh yeah
"
Tim McGraw:Live Like You Were Dying,"He said, ""I was in my early 40s With a lot of life before me When a moment came that stopped me on a dime I spent most of the next days Looking at the X-rays And talking 'bout the options, and talking 'bout Sweet time I asked him when it sank in That this might really be the real end How's it hit ya when you get that kind of news Man, what'd ya do"" And he said  ""I went skydiving I went Rocky Mountain climbing I went 2.7 seconds on a bull named Fumanchu And I loved deeper And I spoke sweeter And I gave forgiveness I've been denying"" And he said, ""Someday, I hope you get the chance To live like you were dyin'""  He said, ""I was finally the husband That most the time I wasn't And I became a friend a friend would like to have And all of a sudden goin' fishin' Wasn't such an imposition And I went three times that year I lost my dad Well, I, I finally read the Good Book And I took a good long hard look At what I'd do if I could do it all again And then  I went skydiving I went Rocky Mountain climbing I went two point seven seconds on a bull named Fumanchu, And I loved deeper And I spoke sweeter And I gave forgiveness I've been denying"" And he said, ""Someday, I hope you get the chance To live like you were dyin'""  Like, tomorrow was a gift And you got eternity to think about what'd you do With it What did you do with it? What did I do with it? What would I do with it?  Skydiving I went Rocky Mountain climbing I went two point seven seconds on a bull named Fumanchu And I loved deeper And I spoke sweeter And I watched an eagle as it was flying And he said, ""Someday, I hope you get the chance To live like you were dyin'"" Live like you were dyin' Live like you were dyin' Live like you were dyin' Live like you were dyin'
"
Craig Morgan:That's What I Love About Sunday,"Raymond's in his Sunday best, He's usually up to his chest in oil an' grease. There's the Martin's walkin' in, With that mean little freckle-faced kid, Who broke a window last week. Sweet Miss Betty likes to sing off key in the pew behind me.   That's what I love about Sunday: Sing along as the choir sways; Every verse of Amazin' Grace, An' then we shake the Preacher's hand. Go home, into your blue jeans; Have some chicken an' some baked beans. Pick a back yard football team, Not do much of anything: That's what I love about Sunday.   I stroll to the end of the drive, Pick up the Sunday Times, grab my coffee cup. It looks like Sally an' Ron, finally tied the knot, Well, it's about time. It's 35 cents off a ground round, Baby, cut that coupon out!   That's what I love about Sunday: Cat-napping on the porch swing; You curled up next to me, The smell of jasmine wakes us up. Take a walk down a back road, Tackle box and a cane pole; Carve our names in that white oak, An' steal a kiss as the sun fades, That's what I love about Sunday, Oh, yeah.   Ooh, new believers gettin' baptized, Momma's hands raised up high, Havin' a Hallelujah good time A smile on everybody's face. That's what I love about Sunday, Oh, yeah.   That's what I love about Sunday, Oh, yeah.
"
Rodney Atkins:If You're Going Through Hell (Before the Devil Even Knows),"Well you know those times When you feel like there's a sign there on your back Say's I don't mind if ya kick me Seems like everybody has Things go from bad to worse You'd think they can't get worse than that And then they do  You still walk the straight and narrow And you don't know where you are Use the needle of your compass To sew up your broken heart Ask directions from a genie In a bottle of Jim Beam And she lies to You That's when you learn the truth  If you're going through hell Keep on going, Don't slow down If you're scared, don't show it You might get out Before the devil even knows you're there  Well I been deep down in that darkness I been down to my last match Felt a hundered different demons Breathing fire down my back And I knew that if I stumbled I'd fall right into the trap that they were laying, Yeah  But the good news Is there's angels everywhere out on the street Holding out a hand to pull you back upon your feet The one's that you been dragging for so long You're on your knees You might as well be prayin' Guess what I'm saying If you're going through hell Keep on going, Don't slow down If you're scared, don't show it You might get out Before the devil even knows you're there  Yeah, If you're going through hell Keep on moving, Face that fire Walk right through it You might get out Before the devil even knows you're there  If you're going through hell Keep on going, Don't slow down If you're scared, don't show it You might get out Before the devil even knows you're there  Yeah, If you're going through hell Keep on moving, Face that fire Walk right through it You might get out Before the devil even knows you're there Yeah you might get out Before the devil even knows you're there Yeah.
"
Rodney Atkins:Watching You,"Driving through town just my boy and me With a happy meal in his booster seat Knowing that he couldn't have the toy Till his nuggets were gone Green traffic light turned straight to red I hit my breaks and mumbled under my breath His fries went a flying and his orange drink covered his lap Well then my four year old said a four letter word That started with ""s"" and I was concerned So I said son now now where did you learn to talk like that  He said I've been watching you dad, ain't that cool I'm your buckaroo, I wanna be like you And eat all my food and grow as tall as you are We got cowboy boots and camo pants Yeah we're just alike, hey ain't we dad I wanna do everything you do So I've been watching you  We got back home and I went to the barn I bowed my head and I prayed real hard Said lord please help me help my stupid self Then this side of bedtime later that night Turning on my son's scooby doo nightlight He crawled out of bed and he got down on his knees He closed his little eyes, folded his little hands And spoke to god like he was talking to a friend And I said son now where'd you learn to pray like that  He said I've been watching you dad, ain't that cool I'm your buckaroo, I wanna be like you And eat all my food and grow as tall as you are We like fixing things and holding mama's hand Yeah we're just alike, hey ain't we dad I wanna do everything you do So I've been watching you  With tears in my eyes I wrapped him in a hug Said my little bear is growing up He said but when I'm big I'll still know what to do  'Cause I've been watching you dad, ain't that cool I'm your buckaroo, I wanna be like you And eat all my food and grow as tall as you are By then I'll be as strong as superman We'll be just alike, hey won't we dad When I can do everything you do 'Cause I've been watching you
"
James Otto:Just Got Started Lovin' You,"You don't have to go now honey Call and tell 'em you won't be in today Baby there ain't nothin' at the office So important it can't wait I'm thankful for the weekend But two days in heaven just ain't gonna do This is gonna take forever darlin' Girl I just got started lovin' you  What's the point in fightin' what we're feelin' We both know we'll never win Ain't this what we're missin' Let's just stop all this resistin' and give in Let me wrap my arms around you You know you don't want to leave this room Come back and let me hold you darlin' Girl I just got started lovin' you  What can I say I've never felt this way Girl you're like a dream come true After all the love we've made It sure would be a shame If we let this moment end so soon  So won't you lay back down beside me Girl just like I know you're wantin' to Trust me when I tell you darlin' Girl I just got started lovin' you  I'm thankful for the weekend But two days in heaven just ain't gonna do This is gonna take forever darlin' Girl I just got started lovin' you Come back and let me hold you darlin' Girl I just got started lovin' you
"
Lady Antebellum:I Run to You,"I run from hate I run from prejudice I run from pessimists But I run too late I run my life Or is it running me Run from my past I run too fast Or too slow it seems When lies become the truth That's when I run to you  This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts coming undone Baby, you're the only one I run to I run to you  We run on fumes Your life and mine Like the sands of time Slippin' right on through And our love's the only truth That's why I run to you  This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts coming undone Baby, you're the only one I run to I run to you  Whoa-oh-whoa Oh, I run to you  This world keeps spinning faster Into a new disaster, so I run to you I run to you, baby And when it all starts coming undone Baby, you're the only one I run to I run to you, I run to you, yeah  Whoa-oh-whoa Oh, I run to you I run to you girl Whoa-oh-whoa
"
Lee Brice:Love Like Crazy,"They called them crazy when they started out Said seventeen's too young to know what loves about They've been together fifty-eight years now That's crazy  He brought home sixty-seven bucks a week He bought a little 2 bedroom house on Maple Street Where she blessed him with six more mouths to feed Yeah that's crazy  Just ask him how he did it; he'll say pull up a seat It'll only take a minute, to tell you everything Be a best friend, tell the truth, and overuse I Love You Go to work, do your best, don't outsmart your common since Never let your prayin' knees get lazy And love like crazy  They called him crazy when he quit his job Said them home computers, boy they'll never take off He sold his one man shop to Microsoft They paid like crazy  Just ask him how he made it He'll tell you faith and sweat And the heart of a faithful woman, Who never let him forget  Be a best friend, tell the truth, and overuse I Love You Go to work, do your best, don't outsmart your common since Never let your prayin' knees get lazy And love like crazy  Always treat your woman like a lady Never get to old to call her baby Never let your prayin' knees get lazy And love like crazy  They called him crazy when they started out They've been together fifty-eight years now
"
Eli Young Band:Crazy Girl,"Baby why you wanna cry? You really oughta know that I Just have to walk away sometimes We're gonna do what lovers do We're gonna have a fight or two But I ain't ever changin' my mind  Crazy girl, don't you know that I love you? And I wouldn't dream of goin' nowhere Silly woman, come here, let me hold you Have I told you lately? I love you like crazy, girl  Wouldn't miss a single day I'd probably just fade away Without you, I'd lose my mind Before you ever came along I was livin' life all wrong Smartest thing I ever did was make you all mine  Crazy girl, don't you know that I love you? And I wouldn't dream of goin' nowhere Silly woman, come here, let me hold you Have I told you lately? I love you like crazy, girl  Crazy girl  Crazy girl, don't you know that I love you? And I wouldn't dream of goin' nowhere Silly woman, come here, let me hold you Have I told you lately, I love you like  Crazy, girl, don't you know that I love you? And I wouldn't dream of goin' nowhere Silly woman, come here, let me hold you Have I told you lately? I love you like crazy, girl  Like crazy Crazy girl Like crazy Crazy girl
"
Josh Turner:Time Is Love,"I know I gotta put in the hours, Make the money while the sunlight shines But anything I gotta get done, It can get done some other time  Time is love, gotta run, Love to hang longer, But I got someone who waits, Waits for me and right now She's where I need to be, Time is love, gotta run  I only get so many minutes, Don't wanna spend 'em all on the clock In the time that we spent talkin', How many kisses have I lost?  Time is love, gotta run, Love to hang longer, But I got someone who waits, Waits for me and right now She's where I need to be, Time is love, gotta run.  Gotta fly Fly Before one moment Gets by...  Time is love, gotta run, Love to hang longer, But I got someone who waits, Waits for me and right now She's where I need to be  Time is love, gotta run, Love to hang longer, But I got someone who waits, Waits for me and right now She's where I need to be, Time is love, gotta run.  Time is love, gotta run...
"
Florida Georgia Line:Cruise,"Baby you a song You make me wanna roll my windows down and cruise  Hey baby  Yeah, when I first saw that bikini top on her She's poppin' right out of the South Georgia water Thought, ""Oh, good Lord, she had them long tanned legs."" Couldn't help myself so I walked up and said  Well, baby you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you  In this brand new Chevy with a lift kit It'd look a hell lot better with you up in it So baby you a song You make me wanna roll my windows down and cruise  She was sippin' on southern and singin' Marshall Tucker We were falling in love in the sweet heart of summer She hopped right up into the cab of my truck and said ""Fire it up, let's go get this thing stuck""  Baby you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you  In this brand new Chevy with a lift kit It'd look a hell lot better with you up in it So baby you a song You make me wanna roll my windows down and cruise  When that summer sun fell to its knees I looked at her and she looked at me And I turned on those KC lights and drove all night 'Cause it felt so right, her and I, man we felt so right  I put it in park and Grabbed my guitar And strummed a couple chords And sang from the heart Girl you sure got the beat in my chest bumpin' Hell I can't get you out of my head  Baby you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you  Well, baby you a song You make me wanna roll my windows down and cruise Down a back road blowin' stop signs through the middle Every little farm town with you In this brand new Chevy with a lift kit It'd look a hell lot better with you up in it Come on  Baby you a song You make me wanna roll my windows down and cruise Come on girl Get those windows down and cruise Aww yeah
"
Florida Georgia Line featuring Luke Bryan:This Is How We Roll,"The mixtape's got a little Hank, little Drake A little something bumping, thump, thumping on the wheel ride The mix in our drink's a little stronger than you think So get a grip, take a sip of that feel right The truck's jacked up, flat bills flipped back Yeah you can find us where the party's at  This is how we roll We hanging round singing out everything on the radio We light it up with our hands up This is how we roll This is how we do We're burning down the night shooting bullets at the moon baby This is how we roll  Yeah baby this is how we roll We rollin' into town With nothing else to do we take another lap around Yeah holla at your boy if you need a ride If you roll with me yeah you know we rollin' high Up on those 37 Nittos, windows tinted hard to see though How fresh my baby is in the shotgun seat oh Them kisses are for me though, automatic like a free throw This life I live it might not be for you but it's for me though Let's roll!  This is how we roll We hanging round singing out everything on the radio We light it up with our hands up This is how we roll This is how we do When the world turns ugly I just turn and look at you baby This is how we roll  Yeah we're proud to be young We stick to our guns We love who we love and we wanna have fun Yeah we cuss on them Mondays And pray on them Sundays Pass is around and we dream about one day  This is how we roll We hanging round singing out everything on the radio We light it up with our hands up This is how we roll This is how we ride We slingin' up the mud, cuttin' through the countryside baby This is how we roll  Yeah this is how we roll This is how we roll This is how we do We're burning down the night shooting bullets at the moon baby This is how we roll Yeah this is how we roll
"
Sam Hunt:Take Your Time,"I don't know if you were looking at me or not You probably smile like that all the time And I don't mean to bother you, but I couldn't just walk by And not say 'Hi'  And I know your name 'Cause everybody in here knows your name And you're not looking for anything right now So I don't wanna come on strong But don't get me wrong Your eyes are so intimidating My heart is pounding but It's just a conversation No girl I'm not gonna waste it You don't know me I don't know you but I want to  I don't wanna steal your freedom I don't wanna change your mind I don't have to make you love me I just want to take your time  I don't wanna wreck your Friday I ain't gonna waste my lies I don't have to take your heart I just wanna take your time  And I know it starts with hello And the next thing you know your trying to be nice And some guys getting too close Trying to pick you up Trying to get you drunk  And I'm sure one of your friends is about to come over here 'Cause she's supposed to save you from random guys That talk to much and wanna stay too long It's the same old song and dance but I think you know it well  You coulda rolled your eyes Told me to go to hell Coulda walked away But you're still here And I'm still here Come on let's see where it goes  I don't wanna steal your freedom I don't wanna change your mind I don't have to make you love me I just wanna take your time  I don't have to meet your mother We don't have to cross that line I don't wanna steal your covers I just wanna take your time  I don't wanna go home with you  I just wanna be alone with you  I don't wanna steal your freedom I don't wanna change your mind I don't have to make you love me I just wanna take your time  I don't wanna blow your phone up I just wanna blow your mind I don't have to take your heart I just wanna take your time  No, I ain't gotta call you baby And I ain't gotta call you mine I don't have to take your heart I just wanna take your time
"
Florida Georgia Line:H.O.L.Y.,"When the sun had left and the winter came And the sky fall could only bring the rain I sat in darkness, all broken hearted I couldn't find a day I didn't feel alone I never meant to cry, started losin' hope But somehow baby, you broke through and saved me  You're an angel, tell me you're never leavin' 'Cause you're the first thing I know I can believe in  You're holy, holy, holy, holy I'm high on lovin' you, high on lovin' you You're holy, holy, holy, holy I'm high on lovin' you, high on lovin' you  You made the brightest days from the darkest nights You're the river bank where I was baptized Cleansed from the demons That were killin' my freedom Let me lay you down, give me to ya Get you singin' babe, hallelujah We'll be touchin', we'll be touchin' heaven  You're an angel, tell me you're never leavin' 'Cause you're the first thing I know I can believe in  You're holy, holy, holy, holy I'm high on lovin' you, high on lovin' you You're holy, holy, holy, holy I'm high on lovin' you, high on lovin' you  I don't need the stars 'cause you shine for me Like fire in my veins, you're my ecstasy You're my ecstasy  You're holy, holy, holy, holy I'm high on lovin' you, high on lovin' you You're holy, holy, holy, holy I'm high on lovin' you, high on lovin' you  You're the healin' hands where it used to hurt You're my savin' grace, you're my kind of church You're holy
"
Sam Hunt:Body Like a Back Road,"Got a girl from the south side, got braids in her hair First time I seen her walk by, man I 'bout fell off my chair Had to get her number, it took me like six weeks Now me and her go way back like Cadillac seats  Body like a back road, drivin' with my eyes closed I know every curve like the back of my hand Doin' 15 in a 30, I ain't in no hurry I'ma take it slow just as fast as I can  The way she fit in them blue jeans, she don't need no belt But I can turn them inside out, I don't need no help Got hips like honey, so thick and so sweet It ain't no curves like hers on them downtown streets  Body like a back road, drivin' with my eyes closed I know every curve like the back of my hand Doin' 15 in a 30, I ain't in no hurry I'ma take it slow just as fast as I can  We're out here in the boondocks With the breeze and the birds Tangled up in the tall grass With my lips on hers On the highway to heaven Headed south of her smile Get there when we get there Every inch is a mile  Body like a back road, drivin' with my eyes closed I know every curve like the back of my hand Doin' 15 in a 30, I ain't in no hurry I'ma take it slow just as fast as I can  I'ma take it slow Just as fast as I can (Body like a back road Drivin' with my eyes closed I know every curve like the back of my hand)
"
